,Title,Company,Location,Package,Description,Skills,Min_Experience,Max_Experience
3027,114119: BA Regulatory Compliance_Daily Req (10-Dec-21),Arminus Software Private Limited,Bengaluru / Bangalore,Not Specified,Job Description : Job Description: JOB ROLE BANKING BA REGULATORY COMPLIANCE EXPERIENCE LEVEL 8 10 YEARS DOMAIN BANKING REGULATORY COMPLIANCE WORK LOCATION BANGALORE PUNE QUALIFICATIONS AND EXPERIENCE 8 10 YEARS OF BANKING DOMAIN EXPERIENCE IN THE,[],,
3028,Sr. Associate - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Chennai",Not Specified,Lead Developer Qualification: Science / Engineering graduate Responsibility: Requirements Gathering: * Participate in requirement gathering JAD (Joint Application Development) sessions and s,"['developer', 'Design', 'service development', 'Query Resolution', 'detailed', 'Estimation', '', '', '', '', '', '', '', '', '', '', '', '', '']",14,17
3029,Financial Advisory International - Data Analytics - AM - Angular C#,Deloitte,"India, Mumbai",Not Specified,"What impact will you make? Every day, your work will make an impact that matters, while you thrive in a dynamic culture of inclusion, collaboration and high performance. As the undisputed leader in professional services, Deloitte is where you'll find",[],2,4
3030,"Device Associate,",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Amazon Bangalore is offering a truly exceptional opportunity to be a part of a team working on Amazon.com's best selling products. Our systems need to meet remarkably high standards of quality, performance and reliabilit",[],,
3031,"Software Development Engineer, AWS SageMaker, AWS SageMaker",Amazon,Chennai,Not Specified,"Job Description : Job summary Interested in machine learning, and empowering the world to do more and better machine learning? Amazon SageMaker (https://aws.amazon.com/sagemaker/), Amazon Web Service's (AWS) fully managed Machine Learning (ML) platfo","['AWS SageMaker', 'AWS SageMaker', 'Software Development Engineer']",2,5
3032,Database Specialist Solutions Architect,Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Are you a database specialist with deep experience in relational and/or non-relational database? Do you have a unique combination of deep technical knowledge, business acumen and strong interpersonal skills? Amazon Web Servic",[],5,8
3033,Salesforce Lightning Web Components Application Developer,Accenture,"Bengaluru / Bangalore, India",Not Specified,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Int",['Software Engineering'],4,6
3034,Development Suprevisor-Java+Springboot+IVR Applications,FIS Global Business Solutions India Private Limited,"Bengaluru / Bangalore, India",Not Specified,"Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer Science Travel Percentage : 0% Are you curious, motivated, and forward-thinking? At FIS you\u2019ll have the opportun",['Development Suprevisor-Java+Springboot+IVR Applications'],8,11
3035,Lead Software Engineer,Mastercard,"India, Pune",Not Specified,"Our Purpose We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutio",['Lead Software Engineer'],,
3036,Support Engineer III,Amazon Web Services (AWS),"India, Chennai",Not Specified,"DESCRIPTION Job summary Amazon Music Mercury is creating new products and solutions for up-and-coming artists, enabling their work to reach and delight fans. Our work involves creating user-facing Mobile and Alexa apps, a microservice architecture b",[],2,5
3037,Support Engineer III,Amazon Web Services (AWS),"India, Chennai",Not Specified,"DESCRIPTION Job summary Amazon Music Mercury is creating new products and solutions for up-and-coming artists, enabling their work to reach and delight fans. Our work involves creating user-facing Mobile and Alexa apps, a microservice architecture b",[],2,5
3038,Staff-2 Engineer (Software Architect),Vmware,"Bengaluru / Bangalore, India",Not Specified,"VMware's world-class, award-winning R&D team is comprised of thousands of top-notch computer scientists and software engineers that are transforming computing through virtualization. Members of the R&D team voice their creative ideas and watch them b",['Staff-2 Engineer (Software Architect)'],,
3039,Software Development Engineer II,Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon Payment Experience Platform team at Amazon India Development Center, Bangalore is looking for a Developer to design and build the next generation of Payments platform and product from the ground up. This is a rare oppo",[],2,5
3040,Software Dev Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Like to develop real-time, distributed, large-scale, and modern applications? Like to interact with worldwide advertising customers to build systems that makes advertising and it's billing frictionless? Familiar with fro",[],5,8
3041,Database Specialist Solutions Architect,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Are you a database specialist with deep experience in relational and/or non-relational database? Do you have a unique combination of deep technical knowledge, business acumen and strong interpersonal skills? Amazon Web S",[],5,8
3042,IT Scrum Master,Intel,"Bengaluru / Bangalore, India",Not Specified,Job Description Job Description: As an Scrum Master you will be leading multiple Agile Persistent Teams focusing on Asset Analytics and Vulnerability Identification and Remediation in the Design and Product Platforms in Enterprise Platform Engineerin,['IT Scrum Master'],8,11
3043,Senior Data Scientist - Advanced Analytics,Siemens Technology,"Bengaluru / Bangalore, India",Not Specified,"Job Description : Senior Data Scientist - Advanced Analytics Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019 with its headquarter in Munich, Germany. It has been crafted to unlock the d",['Senior Data Scientist - Advanced Analytics'],,
3044,IT Support Assoc II,Amazon,India,Not Specified,"DESCRIPTION Job summary The Amazon Helpdesk is the first place for Amazon employees to go with technical questions and problems with Amazon's desktops, laptops, mobile devices, network services and software. The Amazon Helpdesk works with Amazon and",[],5,8
3045,Hardware EE and Test Engineer,Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION The Team: Amazon Physical Store is a new kind of store with no lines and no checkout. You simply use the Amazon app to enter the store, take what you want from our selection of fresh, delicious meals and grocery essentials, and go. Our c",['Hardware EE and Test Engineer'],4,7
3046,Software Dev Engineer II,Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Like to develop real-time, distributed, large-scale, and modern applications? Like to interact with worldwide advertising customers to build systems that makes advertising and it's billing frictionless? Familiar with front-en",[],5,8
3047,Database Specialist Solutions Architect,Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Are you a database specialist with deep experience in relational and/or non-relational database? Do you have a unique combination of deep technical knowledge, business acumen and strong interpersonal skills? Amazon Web Servic",[],5,8
3048,"Software Development Engineer, AWS SageMaker, AWS SageMaker",Amazon,Chennai,Not Specified,"Job Description : Job summary Interested in machine learning, and empowering the world to do more and better machine learning? Amazon SageMaker (https://aws.amazon.com/sagemaker/), Amazon Web Service's (AWS) fully managed Machine Learning (ML) platfo","['AWS SageMaker', 'AWS SageMaker', 'Software Development Engineer']",2,5
3049,Manager - Projects,Cognizant Technology Solutions India Pvt Ltd,"India, Hyderabad",Not Specified,"Project Manager Qualification: Bachelors in science , engineering or equivalent Responsibility: Project Planning and Setup: * Understand project scope. * Based on the analysis of the type","['Implementation', 'Estimation', 'seek feedback', 'business analyst', 'stakeholders', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",12,14
